transaction_id,user_id,date,amount,category,merchant,currency,abs_amount,amount_log1p,month,day_of_week,is_weekend,rolling_amount_mean
tx_000695,33,2024-05-22,2.96,education,Walmart,USD,2.96,1.3762440252663892,2024-05,Wednesday,0,20.892
tx_000548,33,2024-08-25,126.41,transport,WholeFoods,USD,126.41,4.8474102329932895,2024-08,Sunday,1,38.47833333333333
tx_000078,33,2024-12-16,258.75,rent,WholeFoods,USD,258.75,5.5597196299793366,2024-12,Monday,0,69.94571428571429
tx_000089,34,2023-05-22,26.65,transport,Shell,USD,26.65,3.3196257279683437,2023-05,Monday,0,26.65
tx_000573,34,2023-09-16,2.16,entertainment,Amazon,USD,2.16,1.1505720275988207,2023-09,Saturday,1,14.405
tx_001076,34,2024-04-30,50.87,rent,Uber,USD,50.87,3.9487405883633087,2024-04,Tuesday,0,26.56
tx_000397,34,2024-07-28,183.14,entertainment,Starbucks,USD,183.14,5.2156963378597,2024-07,Sunday,1,65.705
tx_000773,34,2024-12-06,20.29,utilities,Amazon,USD,20.29,3.058237478905388,2024-12,Friday,0,56.622
tx_000794,35,2023-04-05,94.79,entertainment,Starbucks,USD,94.79,4.5621582953948,2023-04,Wednesday,0,94.79
tx_000694,35,2023-06-03,79.89,investment,Spotify,USD,79.89,4.393090207029862,2023-06,Saturday,1,87.34
tx_000904,35,2023-09-05,74.82,groceries,Amazon,USD,74.82,4.328362110088189,2023-09,Tuesday,0,83.16666666666667
tx_000467,35,2023-10-18,9.53,health,Uber,USD,9.53,2.354228326145884,2023-10,Wednesday,0,64.7575
tx_000575,35,2024-07-28,21.15,utilities,Starbucks,USD,21.15,3.0978374964911444,2024-07,Sunday,1,56.036
tx_000790,35,2024-10-10,13.49,investment,Starbucks,USD,13.49,2.673458756332591,2024-10,Thursday,0,48.945
tx_000930,36,2023-01-16,46.08,utilities,Shell,USD,46.08,3.851848282392076,2023-01,Monday,0,46.08
tx_000219,36,2023-04-25,87.37,transport,Amazon,USD,87.37,4.481532545529913,2023-04,Tuesday,0,66.725
tx_001033,36,2023-07-28,53.6,education,Walmart,USD,53.6,4.000033882750859,2023-07,Friday,0,62.35
tx_000744,36,2024-01-10,47.01,utilities,Shell,USD,47.01,3.8714093225428488,2024-01,Wednesday,0,58.515
tx_000663,37,2023-01-18,55.62,education,WholeFoods,USD,55.62,4.036362279683754,2023-01,Wednesday,0,55.62
tx_000213,37,2023-07-01,45.06,investment,Starbucks,USD,45.06,3.8299448943925394,2023-07,Saturday,1,50.34
tx_000146,37,2023-10-01,6.59,transport,Walmart,USD,6.59,2.0268315914075385,2023-10,Sunday,1,35.75666666666667
tx_000020,37,2023-12-24,72.76,entertainment,Walmart,USD,72.76,4.300816579248338,2023-12,Sunday,1,45.0075
tx_001179,37,2024-08-20,79.51,utilities,WholeFoods,USD,79.51,4.388381400311889,2024-08,Tuesday,0,51.908
tx_000355,38,2023-01-17,64.82,education,LocalGym,USD,64.82,4.186923743515194,2023-01,Tuesday,0,64.82
tx_000843,38,2023-01-21,39.65,transport,Walmart,USD,39.65,3.7049988359938197,2023-01,Saturday,1,52.235
tx_000658,38,2023-03-05,13.07,transport,Uber,USD,13.07,2.644044871126298,2023-03,Sunday,1,39.18
tx_000499,38,2023-05-10,92.97,education,Amazon,USD,92.97,4.542975582394973,2023-05,Wednesday,0,52.6275
tx_000979,38,2023-05-22,30.54,entertainment,LocalGym,USD,30.54,3.451256581534892,2023-05,Monday,0,48.209999999999994
tx_001127,38,2023-08-13,150.92,groceries,Amazon,USD,150.92,5.02335406650403,2023-08,Sunday,1,65.32833333333333
tx_000717,38,2023-08-25,26.02,rent,WholeFoods,USD,26.02,3.2965773325320527,2023-08,Friday,0,59.71285714285714
tx_000100,38,2023-09-20,39.66,rent,Spotify,USD,39.66,3.7052448082002005,2023-09,Wednesday,0,56.11857142857143
tx_000215,38,2023-10-24,3.82,transport,Amazon,USD,3.82,1.572773928062509,2023-10,Tuesday,0,51.0
tx_000696,38,2024-02-03,142.14,health,WholeFoods,USD,142.14,4.963823172310452,2024-02,Saturday,1,69.43857142857142
tx_000224,38,2024-10-16,-7.32,health,Amazon,USD,7.32,2.1186622548331173,2024-10,Wednesday,0,55.11142857142857
tx_000955,39,2023-01-14,103.31,entertainment,Spotify,USD,103.31,4.64736723468788,2023-01,Saturday,1,103.31
tx_001109,39,2023-04-24,14.56,education,Spotify,USD,14.56,2.7447035187502458,2023-04,Monday,0,58.935
tx_000547,39,2024-02-06,3.78,investment,WholeFoods,USD,3.78,1.5644405465033644,2024-02,Tuesday,0,40.550000000000004
tx_000820,39,2024-09-15,48.89,education,Spotify,USD,48.89,3.909820581872946,2024-09,Sunday,1,42.635000000000005
tx_000359,40,2024-01-17,87.88,investment,Walmart,USD,87.88,4.487287145331375,2024-01,Wednesday,0,87.88
tx_000305,40,2024-01-20,90.8,transport,Walmart,USD,90.8,4.519612297626445,2024-01,Saturday,1,89.34
tx_000264,40,2024-06-28,5.13,transport,LocalGym,USD,5.13,1.81319474994812,2024-06,Friday,0,61.27
tx_000870,40,2024-07-24,61.38,entertainment,LocalGym,USD,61.38,4.133244711179657,2024-07,Wednesday,0,61.2975
tx_000444,40,2024-08-12,142.38,rent,Uber,USD,142.38,4.965498448424726,2024-08,Monday,0,77.514
tx_000777,40,2024-10-03,6.54,utilities,Amazon,USD,6.54,2.020222182019865,2024-10,Thursday,0,65.685
tx_000501,41,2023-03-13,78.82,rent,WholeFoods,USD,78.82,4.379774099620588,2023-03,Monday,0,78.82
tx_000098,41,2023-08-27,14.43,entertainment,LocalGym,USD,14.43,2.7363136663750693,2023-08,Sunday,1,46.625
tx_000259,41,2023-09-15,53.45,education,Amazon,USD,53.45,3.9972828493789696,2023-09,Friday,0,48.9
tx_000306,41,2024-01-20,145.71,transport,Uber,USD,145.71,4.988457849151553,2024-01,Saturday,1,73.10249999999999
tx_001085,41,2024-06-03,37.34,groceries,Starbucks,USD,37.34,3.6464937376174986,2024-06,Monday,0,65.95
tx_001011,41,2024-06-09,6.09,groceries,Starbucks,USD,6.09,1.958685340544036,2024-06,Sunday,1,55.97333333333333
tx_000271,41,2024-09-02,17.24,education,Walmart,USD,17.24,2.9036169846461855,2024-09,Monday,0,50.44
tx_000276,41,2024-09-23,33.44,rent,Walmart,USD,33.44,3.53921867955953,2024-09,Monday,0,43.957142857142856
tx_000972,41,2024-12-19,10.65,health,Shell,USD,10.65,2.4553061800117097,2024-12,Thursday,0,43.417142857142856
tx_000337,42,2023-07-11,27.31,investment,WholeFoods,USD,27.31,3.343215099123808,2023-07,Tuesday,0,27.31
tx_000750,42,2023-09-30,17.07,entertainment,Spotify,USD,17.07,2.8942531046041373,2023-09,Saturday,1,22.189999999999998
tx_000730,42,2023-12-24,52.59,investment,Uber,USD,52.59,3.981362483506759,2023-12,Sunday,1,32.32333333333333
tx_001090,42,2024-03-21,37.61,investment,Shell,USD,37.61,3.653511310276145,2024-03,Thursday,0,33.644999999999996
tx_000044,42,2024-11-10,37.18,education,Spotify,USD,37.18,3.6423118182976015,2024-11,Sunday,1,34.352
tx_001123,43,2023-01-10,28.88,rent,Amazon,USD,28.88,3.3971893602646164,2023-01,Tuesday,0,28.88
tx_000678,43,2023-02-22,7.71,groceries,Starbucks,USD,7.71,2.1644717908644115,2023-02,Wednesday,0,18.294999999999998
tx_000849,43,2024-01-15,58.49,health,LocalGym,USD,58.49,4.085808231199814,2024-01,Monday,0,31.69333333333333
tx_000984,43,2024-06-26,15.23,groceries,Shell,USD,15.23,2.7868613815264998,2024-06,Wednesday,0,27.5775
tx_000629,43,2024-09-15,65.98,transport,Walmart,USD,65.98,4.204394067366058,2024-09,Sunday,1,35.258
tx_000229,43,2024-11-11,14.61,entertainment,Shell,USD,14.61,2.7479117345273405,2024-11,Monday,0,31.816666666666666
tx_000085,43,2024-12-15,364.86,groceries,WholeFoods,USD,364.86,5.902250746563152,2024-12,Sunday,1,79.39428571428572
tx_000307,44,2023-08-05,23.3,rent,Shell,USD,23.3,3.190476350346503,2023-08,Saturday,1,23.3
tx_000387,44,2024-06-02,90.09,rent,Spotify,USD,90.09,4.511848028756718,2024-06,Sunday,1,56.695
tx_000498,45,2023-03-05,41.09,rent,Starbucks,USD,41.09,3.7398101827824792,2023-03,Sunday,1,41.09
tx_000495,45,2024-01-07,146.62,health,Walmart,USD,146.62,4.994641404341906,2024-01,Sunday,1,93.855
tx_000014,45,2024-03-11,343.7,transport,LocalGym,USD,343.7,5.84267447352282,2024-03,Monday,0,177.13666666666666
tx_000785,45,2024-05-10,15.57,investment,LocalGym,USD,15.57,2.8075938314384716,2024-05,Friday,0,136.745
tx_000416,46,2024-11-04,231.7,utilities,Walmart,USD,231.7,5.449750070308246,2024-11,Monday,0,231.7
tx_000839,47,2023-07-09,3.11,rent,LocalGym,USD,3.11,1.413423028508143,2023-07,Sunday,1,3.11
tx_000187,47,2023-07-16,51.09,investment,Starbucks,USD,51.09,3.9529729917571004,2023-07,Sunday,1,27.1
tx_000153,47,2023-10-14,54.58,health,Walmart,USD,54.58,4.017823424314358,2023-10,Saturday,1,36.26
tx_000966,47,2023-10-17,23.53,rent,Starbucks,USD,23.53,3.199896858270398,2023-10,Tuesday,0,33.0775
tx_000341,47,2024-01-11,160.13,groceries,Walmart,USD,160.13,5.082211492585477,2024-01,Thursday,0,58.488
tx_000685,47,2024-01-25,54.52,groceries,LocalGym,USD,54.52,4.016743316198549,2024-01,Thursday,0,57.82666666666666
tx_000062,47,2024-01-31,45.44,transport,Amazon,USD,45.44,3.8381611568296905,2024-01,Wednesday,0,56.05714285714286
tx_000369,47,2024-02-15,7.02,investment,Shell,USD,7.02,2.081938421878423,2024-02,Thursday,0,56.61571428571428
tx_001032,47,2024-03-12,5.17,utilities,Shell,USD,5.17,1.8196988379172965,2024-03,Tuesday,0,50.05571428571428
tx_001134,47,2024-05-22,124.57,rent,WholeFoods,USD,124.57,4.8328633720008725,2024-05,Wednesday,0,60.05428571428571
tx_000932,47,2024-08-06,25.53,rent,Shell,USD,25.53,3.2782761681496484,2024-08,Tuesday,0,60.339999999999996
tx_001145,48,2023-09-06,8.32,education,Walmart,USD,8.32,2.2321626286975,2023-09,Wednesday,0,8.32
tx_000958,48,2023-10-08,29.27,groceries,LocalGym,USD,29.27,3.410157123033627,2023-10,Sunday,1,18.795
tx_000860,48,2024-03-12,81.9,groceries,Amazon,USD,81.9,4.417635062141249,2024-03,Tuesday,0,39.830000000000005
tx_000541,48,2024-04-07,45.03,entertainment,Walmart,USD,45.03,3.82929335782915,2024-04,Sunday,1,41.13
tx_000428,48,2024-11-03,36.15,education,Spotify,USD,36.15,3.6149637711637683,2024-11,Sunday,1,40.134
tx_000512,49,2023-06-07,27.04,transport,Starbucks,USD,27.04,3.3336320621663895,2023-06,Wednesday,0,27.04
tx_000168,49,2023-07-02,10.61,health,Starbucks,USD,10.61,2.4518667957098,2023-07,Sunday,1,18.825
tx_000038,49,2023-11-22,10.47,utilities,Shell,USD,10.47,2.4397349311412793,2023-11,Wednesday,0,16.04
tx_000364,49,2023-11-26,80.63,entertainment,LocalGym,USD,80.63,4.402196841463264,2023-11,Sunday,1,32.1875
tx_000149,49,2023-12-30,15.7,rent,WholeFoods,USD,15.7,2.8154087194227095,2023-12,Saturday,1,28.889999999999997
tx_000210,49,2024-03-08,17.78,transport,Amazon,USD,17.78,2.932792473780117,2024-03,Friday,0,27.03833333333333
tx_000903,49,2024-07-13,50.38,transport,WholeFoods,USD,50.38,3.9392489916817377,2024-07,Saturday,1,30.372857142857146
tx_000725,49,2024-08-02,17.41,entertainment,Amazon,USD,17.41,2.9128939952449864,2024-08,Friday,0,28.997142857142858
tx_001040,49,2024-10-23,128.34,rent,Starbucks,USD,128.34,4.862444596018447,2024-10,Wednesday,0,45.81571428571429
tx_000166,49,2024-11-12,52.4,entertainment,Shell,USD,52.4,3.977810745966149,2024-11,Tuesday,0,51.805714285714295
tx_000191,50,2023-08-01,12.2,investment,Walmart,USD,12.2,2.580216829592325,2023-08,Tuesday,0,12.2
tx_000361,51,2023-01-04,7.4,transport,Amazon,USD,7.4,2.128231705849268,2023-01,Wednesday,0,7.4
tx_000538,51,2023-12-08,41.7,entertainment,Shell,USD,41.7,3.754198920234579,2023-12,Friday,0,24.55
tx_000425,51,2023-12-16,57.6,education,Spotify,USD,57.6,4.070734696582967,2023-12,Saturday,1,35.56666666666667
tx_000914,51,2024-06-02,91.08,health,Starbucks,USD,91.08,4.522657764413627,2024-06,Sunday,1,49.445
tx_000252,51,2024-08-31,68.98,transport,Amazon,USD,68.98,4.248209486939542,2024-08,Saturday,1,53.352
tx_001016,52,2023-06-17,55.4,health,Starbucks,USD,55.4,4.032469158504013,2023-06,Saturday,1,55.4
tx_000019,52,2023-07-21,92.64,rent,Starbucks,USD,92.64,4.53945764262271,2023-07,Friday,0,74.02
tx_000581,52,2023-12-19,42.4,groceries,Shell,USD,42.4,3.770459441106359,2023-12,Tuesday,0,63.48
tx_000082,52,2024-02-05,127.43,rent,Walmart,USD,127.43,4.855384008824965,2024-02,Monday,0,79.4675
tx_000119,52,2024-02-09,40.72,rent,Amazon,USD,40.72,3.7309806301325716,2024-02,Friday,0,71.718
tx_000294,52,2024-06-01,91.67,entertainment,WholeFoods,USD,91.67,4.5290447955986,2024-06,Saturday,1,75.04333333333334
tx_000491,52,2024-08-11,22.42,groceries,Walmart,USD,22.42,3.1535903581695712,2024-08,Sunday,1,67.52571428571429
tx_000366,53,2023-09-06,20.41,utilities,WholeFoods,USD,20.41,3.0638581026015914,2023-09,Wednesday,0,20.41
tx_001096,53,2024-09-09,67.47,rent,Starbucks,USD,67.47,4.226395693132972,2024-09,Monday,0,43.94
tx_000063,53,2024-09-18,68.79,utilities,LocalGym,USD,68.79,4.245490733029061,2024-09,Wednesday,0,52.223333333333336
tx_000460,53,2024-10-12,372.68,groceries,WholeFoods,USD,372.68,5.923399816193853,2024-10,Saturday,1,132.3375
tx_001084,54,2023-05-10,33.81,entertainment,WholeFoods,USD,33.81,3.5499047018233476,2023-05,Wednesday,0,33.81
tx_000477,54,2023-08-31,6.45,rent,Amazon,USD,6.45,2.0082140323914683,2023-08,Thursday,0,20.130000000000003
tx_000406,54,2023-11-08,5.88,investment,LocalGym,USD,5.88,1.9286186519452522,2023-11,Wednesday,0,15.38
tx_001059,54,2024-02-27,26.42,investment,Walmart,USD,26.42,3.3112726741341683,2024-02,Tuesday,0,18.14
tx_000626,54,2024-04-26,40.69,health,Spotify,USD,40.69,3.7302612918927056,2024-04,Friday,0,22.65
tx_000493,54,2024-06-12,609.48,education,Amazon,USD,609.48,6.4142455329813775,2024-06,Wednesday,0,120.455
tx_000631,55,2023-05-24,38.18,entertainment,Uber,USD,38.18,3.6681664125163946,2023-05,Wednesday,0,38.18
tx_000760,55,2023-07-08,93.22,entertainment,LocalGym,USD,93.22,4.545632473271895,2023-07,Saturday,1,65.7
tx_001089,55,2023-08-24,103.94,health,Spotify,USD,103.94,4.653388758258566,2023-08,Thursday,0,78.44666666666667
tx_000817,55,2024-12-26,13.22,entertainment,LocalGym,USD,13.22,2.6546494243750947,2024-12,Thursday,0,62.14
tx_000426,56,2023-03-10,12.07,utilities,Walmart,USD,12.07,2.570319527636131,2023-03,Friday,0,12.07
tx_000521,56,2023-09-18,31.52,health,Shell,USD,31.52,3.4818552846796096,2023-09,Monday,0,21.795
tx_000749,56,2023-10-23,1.16,transport,WholeFoods,USD,1.16,0.7701082216960736,2023-10,Monday,0,14.916666666666666
tx_000007,56,2024-01-17,10.52,education,Starbucks,USD,10.52,2.444084655267745,2024-01,Wednesday,0,13.817499999999999
tx_000862,56,2024-03-18,180.94,entertainment,LocalGym,USD,180.94,5.203676962393915,2024-03,Monday,0,47.242
tx_000638,57,2023-05-22,18.95,transport,Walmart,USD,18.95,2.9932291433358724,2023-05,Monday,0,18.95
tx_000642,57,2023-06-21,152.07,transport,WholeFoods,USD,152.07,5.030895333103616,2023-06,Wednesday,0,85.50999999999999
tx_000413,57,2023-07-18,186.09,transport,WholeFoods,USD,186.09,5.231589784497327,2023-07,Tuesday,0,119.03666666666668
tx_000464,57,2024-05-22,19.37,transport,Uber,USD,19.37,3.0140632302387145,2024-05,Wednesday,0,94.11999999999999
tx_000965,57,2024-07-02,10.19,utilities,Walmart,USD,10.19,2.4150205223238337,2024-07,Tuesday,0,77.33399999999999
tx_001140,57,2024-12-19,51.16,rent,LocalGym,USD,51.16,3.9543159176183975,2024-12,Thursday,0,72.97166666666666
tx_000863,58,2023-05-05,4.18,health,Walmart,USD,4.18,1.6448050562713916,2023-05,Friday,0,4.18
tx_000537,58,2023-07-13,22.54,education,Spotify,USD,22.54,3.1587011018321305,2023-07,Thursday,0,13.36
tx_000349,58,2023-07-25,33.07,investment,WholeFoods,USD,33.07,3.5284172316728752,2023-07,Tuesday,0,19.93
tx_001185,58,2023-09-01,41.33,utilities,LocalGym,USD,41.33,3.745496054532832,2023-09,Friday,0,25.28
tx_000354,58,2024-01-11,3.0,health,Amazon,USD,3.0,1.3862943611198906,2024-01,Thursday,0,20.824
tx_000724,58,2024-03-17,2.02,utilities,Uber,USD,2.02,1.1052568313867783,2024-03,Sunday,1,17.69
tx_000423,58,2024-05-02,-50.4,rent,Walmart,USD,50.4,3.9396381724611196,2024-05,Thursday,0,7.9628571428571435
tx_000057,58,2024-10-12,70.5,rent,Shell,USD,70.5,4.269697449699962,2024-10,Saturday,1,17.437142857142856
tx_001062,58,2024-12-12,61.81,utilities,Walmart,USD,61.81,4.140114296466289,2024-12,Thursday,0,23.04714285714286
tx_000841,60,2023-03-05,40.49,transport,Spotify,USD,40.49,3.725452434344777,2023-03,Sunday,1,40.49
tx_000751,60,2023-11-16,10.11,transport,WholeFoods,USD,10.11,2.4078456036515385,2023-11,Thursday,0,25.3
tx_001150,60,2024-01-13,13.95,rent,LocalGym,USD,13.95,2.7047112998366956,2024-01,Saturday,1,21.516666666666666
tx_001053,60,2024-05-27,24.1,education,LocalGym,USD,24.1,3.2228678461377385,2024-05,Monday,0,22.1625
tx_000017,60,2024-08-17,12.78,education,Spotify,USD,12.78,2.6232182655855123,2024-08,Saturday,1,20.286
tx_000419,60,2024-12-02,28.8,health,Amazon,USD,28.8,3.3945083935113587,2024-12,Monday,0,21.705000000000002
tx_000351,61,2023-01-28,7.32,investment,Uber,USD,7.32,2.1186622548331173,2023-01,Saturday,1,7.32
tx_000505,61,2023-04-20,207.11,groceries,Uber,USD,207.11,5.33806678606532,2023-04,Thursday,0,107.215
tx_000701,61,2023-07-16,17.27,transport,Spotify,USD,17.27,2.9052603703899154,2023-07,Sunday,1,77.23333333333333
tx_000699,61,2023-12-12,69.33,rent,WholeFoods,USD,69.33,4.2531984503199265,2023-12,Tuesday,0,75.2575
tx_000280,61,2024-03-21,48.3,education,Starbucks,USD,48.3,3.8979240810486444,2024-03,Thursday,0,69.866
tx_000267,61,2024-06-16,17.48,utilities,Shell,USD,17.48,2.916689066213538,2024-06,Sunday,1,61.135
tx_000756,61,2024-09-26,18.22,utilities,Walmart,USD,18.22,2.9559514035421466,2024-09,Thursday,0,55.00428571428571
tx_001024,62,2024-01-11,89.8,education,Amazon,USD,89.8,4.508659285607248,2024-01,Thursday,0,89.8
tx_001176,62,2024-01-29,54.89,education,Shell,USD,54.89,4.023385473281607,2024-01,Monday,0,72.345
tx_000320,63,2023-04-26,13.71,education,LocalGym,USD,13.71,2.688527534613346,2023-04,Wednesday,0,13.71
tx_000432,63,2023-05-23,105.85,education,Shell,USD,105.85,4.671425981765156,2023-05,Tuesday,0,59.78
tx_000878,63,2023-08-29,26.63,utilities,Spotify,USD,26.63,3.318902138935325,2023-08,Tuesday,0,48.73
tx_000522,63,2024-01-01,137.36,education,Starbucks,USD,137.36,4.929858984068968,2024-01,Monday,0,70.8875
tx_000368,64,2023-02-01,60.09,transport,Spotify,USD,60.09,4.112348186661675,2023-02,Wednesday,0,60.09
tx_001030,64,2023-03-25,22.07,groceries,Uber,USD,22.07,3.138533072185662,2023-03,Saturday,1,41.08
tx_000167,64,2023-07-20,50.08,rent,Starbucks,USD,50.08,3.9333930311643384,2023-07,Thursday,0,44.080000000000005
tx_000132,64,2023-09-23,9.67,transport,Shell,USD,9.67,2.367436065313662,2023-09,Saturday,1,35.4775
tx_001069,64,2024-02-12,-14.12,health,Amazon,USD,14.12,2.716018370751387,2024-02,Monday,0,25.558
tx_000478,64,2024-07-09,20.1,entertainment,LocalGym,USD,20.1,3.0492730404820207,2024-07,Tuesday,0,24.648333333333337
tx_001118,64,2024-09-09,88.97,investment,Walmart,USD,88.97,4.499476281429027,2024-09,Monday,0,33.83714285714286
tx_000180,64,2024-11-05,45.53,transport,LocalGym,USD,45.53,3.8400972658565573,2024-11,Tuesday,0,31.75714285714286
tx_000246,64,2024-12-02,74.46,education,LocalGym,USD,74.46,4.323602714536165,2024-12,Monday,0,39.24142857142857
tx_000405,65,2023-01-26,194.78,rent,Uber,USD,194.78,5.276991579833284,2023-01,Thursday,0,194.78
tx_000393,65,2024-02-14,10.31,groceries,Starbucks,USD,10.31,2.425687290128029,2024-02,Wednesday,0,102.545
tx_000672,65,2024-04-11,24.74,rent,Spotify,USD,24.74,3.2480462021679806,2024-04,Thursday,0,76.61
tx_000365,65,2024-06-20,38.8,health,WholeFoods,USD,38.8,3.6838669122903918,2024-06,Thursday,0,67.1575
tx_000801,66,2023-11-10,38.56,utilities,Starbucks,USD,38.56,3.6778185067545115,2023-11,Friday,0,38.56
tx_001031,66,2024-01-15,81.99,investment,Walmart,USD,81.99,4.418720118610357,2024-01,Monday,0,60.275
tx_000786,66,2024-08-10,17.07,transport,Spotify,USD,17.07,2.8942531046041373,2024-08,Saturday,1,45.873333333333335
tx_000051,66,2024-08-24,66.03,rent,Spotify,USD,66.03,4.205140280369866,2024-08,Saturday,1,50.9125
tx_000250,66,2024-09-04,34.26,investment,Starbucks,USD,34.26,3.562749176969724,2024-09,Wednesday,0,47.582
tx_000941,66,2024-12-31,41.06,investment,Amazon,USD,41.06,3.7390971702745537,2024-12,Tuesday,0,46.495000000000005
tx_000680,67,2023-07-02,23.08,education,Shell,USD,23.08,3.1813816204406202,2023-07,Sunday,1,23.08
tx_000297,67,2023-07-04,52.72,transport,LocalGym,USD,52.72,3.9837853716550367,2023-07,Tuesday,0,37.9
tx_000520,67,2024-05-30,11.64,entertainment,Amazon,USD,11.64,2.5368663887187113,2024-05,Thursday,0,29.146666666666665
tx_000933,67,2024-08-20,31.4,investment,WholeFoods,USD,31.4,3.4781584227982836,2024-08,Tuesday,0,29.71
tx_000981,67,2024-11-30,56.14,transport,Uber,USD,56.14,4.045504396802627,2024-11,Saturday,1,34.995999999999995
tx_000347,68,2023-06-22,7.21,health,Spotify,USD,7.21,2.105352923464337,2023-06,Thursday,0,7.21
tx_000977,68,2023-08-25,25.88,health,WholeFoods,USD,25.88,3.2913825156549485,2023-08,Friday,0,16.544999999999998
tx_000621,68,2023-09-23,13.47,investment,Shell,USD,13.47,2.6720775406433925,2023-09,Saturday,1,15.520000000000001
tx_000243,68,2024-03-08,91.25,rent,Spotify,USD,91.25,4.524502282920636,2024-03,Friday,0,34.4525
tx_000466,68,2024-09-26,12.48,health,Spotify,USD,12.48,2.601207105484161,2024-09,Thursday,0,30.058
tx_001049,68,2024-10-07,6.43,utilities,LocalGym,USD,6.43,2.005525858729668,2024-10,Monday,0,26.12
tx_000193,68,2024-12-10,14.23,groceries,Starbucks,USD,14.23,2.7232671669070703,2024-12,Tuesday,0,24.42142857142857
tx_000616,69,2023-04-20,15.11,transport,Amazon,USD,15.11,2.779440197188883,2023-04,Thursday,0,15.11
tx_000331,69,2023-06-09,49.03,utilities,Uber,USD,49.03,3.912622825500114,2023-06,Friday,0,32.07
tx_000550,69,2023-08-03,3.74,health,Starbucks,USD,3.74,1.556037135706985,2023-08,Thursday,0,22.626666666666665
tx_000328,69,2023-09-15,22.09,education,Shell,USD,22.09,3.139399623366404,2023-09,Friday,0,22.4925
tx_000748,69,2024-04-20,12.27,transport,Uber,USD,12.27,2.5855058483441162,2024-04,Saturday,1,20.448
tx_000881,69,2024-07-15,6.77,education,WholeFoods,USD,6.77,2.050270164379556,2024-07,Monday,0,18.168333333333333
tx_001141,69,2024-07-16,22.6,utilities,Shell,USD,22.6,3.1612467120315646,2024-07,Tuesday,0,18.801428571428573
tx_000093,69,2024-07-23,24.72,investment,Spotify,USD,24.72,3.2472688993694185,2024-07,Tuesday,0,20.174285714285713
tx_001117,69,2024-09-12,32.29,transport,Amazon,USD,32.29,3.5052570515869337,2024-09,Thursday,0,17.782857142857143
tx_001128,70,2023-02-15,123.29,entertainment,WholeFoods,USD,123.29,4.82261754475742,2023-02,Wednesday,0,123.29
tx_000156,70,2023-02-24,25.08,investment,LocalGym,USD,25.08,3.261168737058452,2023-02,Friday,0,74.185
tx_000358,70,2023-03-16,10.54,health,Walmart,USD,10.54,2.4458192610799534,2023-03,Thursday,0,52.97
tx_000025,70,2023-04-10,34.94,utilities,Walmart,USD,34.94,3.581850881355413,2023-04,Monday,0,48.4625
tx_000070,70,2024-02-06,52.46,entertainment,Walmart,USD,52.46,3.978933710710773,2024-02,Tuesday,0,49.262
tx_000197,70,2024-04-16,17.39,transport,Amazon,USD,17.39,2.91180703861623,2024-04,Tuesday,0,43.949999999999996
tx_000866,70,2024-06-08,82.67,entertainment,Starbucks,USD,82.67,4.426880490307507,2024-06,Saturday,1,49.48142857142857
tx_000814,70,2024-10-05,10.12,health,Walmart,USD,10.12,2.4087452888224363,2024-10,Saturday,1,33.31428571428571
tx_000872,70,2024-11-06,26.27,health,LocalGym,USD,26.27,3.305787196857497,2024-11,Wednesday,0,33.48428571428571
tx_000494,70,2024-11-25,222.09,education,LocalGym,USD,222.09,5.4075752774845585,2024-11,Monday,0,63.70571428571429
tx_000524,70,2024-12-08,30.63,education,Starbucks,USD,30.63,3.4541060373175574,2024-12,Sunday,1,63.09000000000001
tx_000976,71,2023-08-07,75.81,investment,LocalGym,USD,75.81,4.341334840010591,2023-08,Monday,0,75.81
tx_000956,71,2024-03-12,12.91,investment,Amazon,USD,12.91,2.6326080059353516,2024-03,Tuesday,0,44.36
tx_000706,71,2024-04-18,10.15,investment,WholeFoods,USD,10.15,2.411439497906128,2024-04,Thursday,0,32.95666666666667
tx_000344,71,2024-07-06,4.19,investment,LocalGym,USD,4.19,1.6467336971777973,2024-07,Saturday,1,25.765
tx_000857,71,2024-09-22,32.93,rent,Uber,USD,32.93,3.5242995787961386,2024-09,Sunday,1,27.198
tx_001105,71,2024-09-27,69.11,health,Walmart,USD,69.11,4.250065437218876,2024-09,Friday,0,34.18333333333333
tx_000675,72,2023-11-30,24.91,rent,Spotify,USD,24.91,3.2546289945740186,2023-11,Thursday,0,24.91
tx_001003,72,2023-12-21,23.76,health,Spotify,USD,23.76,3.2092294478163956,2023-12,Thursday,0,24.335
tx_000836,72,2024-10-17,156.76,health,Walmart,USD,156.76,5.061074890854325,2024-10,Thursday,0,68.47666666666667
tx_000319,73,2023-06-27,61.49,rent,Spotify,USD,61.49,4.135006543940991,2023-06,Tuesday,0,61.49
tx_000458,73,2023-08-12,103.57,investment,Amazon,USD,103.57,4.649856703610498,2023-08,Saturday,1,82.53
tx_000893,73,2023-09-19,1.23,investment,Spotify,USD,1.23,0.8020015854720274,2023-09,Tuesday,0,55.43
tx_001017,73,2023-11-24,84.01,health,WholeFoods,USD,84.01,4.442768896629268,2023-11,Friday,0,62.575
tx_000868,73,2024-01-18,371.95,health,WholeFoods,USD,371.95,5.921444362401172,2024-01,Thursday,0,124.45
tx_001042,74,2023-07-14,16.16,utilities,WholeFoods,USD,16.16,2.8425810940598164,2023-07,Friday,0,16.16
